f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
0.11035882134124127,0.0880565685468369,0.09716975352393478,0.10177652861569857,0.10433849181335386,0.08047912453835139,0.07637974844223361,0.09257680900841181,0.03228794977106687,0.05965943125312705,0.11396576692191716,0.38076131879619945,0.17155056977160793,0.06862759486987222,0.3703718760717601,0.4222652111496914,0.3050590182321431,0.07770559306405603,0.13779030379555912,0.25016914838690874,0.19693489911560813
0.08779581536899717,0.08241920122665777,0.1073176668608826,0.06635200035147945,0.07123713936507607,0.09732038605896812,0.07570135946101131,0.10657876876175805,0.09711621915798067,0.11560602584468511,0.11935839207903293,0.2728114676657177,0.022701527119377896,0.12742150462786234,0.1506823760650496,0.2528073220331224,0.09206367695229796,0.16637509245671697,0.06802139295051782,0.08503730335104162,0.1498288503900034
0.1225812140462782,0.06776123000932369,0.08869396100594172,0.09743931771551767,0.07548056808483719,0.06103010986482601,0.07961941336656464,0.10648751614028293,0.09956210297560296,0.11369307048090281,0.08769322671971669,0.3617892811206571,0.10384542307623926,0.12397945305183518,0.44514456948462805,0.44118257382722087,0.18909904229597732,0.13947802437119441,0.08270343389902793,0.2609841999597543,0.3993636973077763
0.1069775792334749,0.07338216344529114,0.08691621528320939,0.08871495694318168,0.07342174307608754,0.06664847113495169,0.07423144090146143,0.10308159079467116,0.0932594056525394,0.10381262855018722,0.0900642998240562,0.3968548538469188,0.08175461583390099,0.12932374823875767,0.527624177269437,0.3724322259663185,0.15236171320151817,0.14535982542047407,0.12210891210987394,0.26449692293461813,0.2337608258672158
0.10111087723565867,0.07733735114817246,0.08567265782747671,0.07460420196877168,0.07357876649339404,0.09888546136427656,0.07140782380261734,0.10100380414162473,0.10906082742604843,0.11774363627476568,0.11808747426531194,0.2529711283131001,0.08679133739962958,0.09576251958869879,0.22964966716877894,0.3158360352416579,0.15616286244925726,0.17883283594924243,0.04693458134007805,0.0,0.2535650689673325
0.1111138762279863,0.09105923368271068,0.11695861885725442,0.10579575696145878,0.08261957035008678,0.07291927431004896,0.07714808582770011,0.11126012413555798,0.025603786555682892,0.053038056136051386,0.11564671045116875,0.3928347554702291,0.09795247095211598,0.13341948922735053,0.3077589452406615,0.3776974801678324,0.16194362009032173,0.06707154743551379,0.07755746393158036,0.3264981980737578,0.1881540984856035
0.12098367547100394,0.06908569475945744,0.08661119731215211,0.09753411372207811,0.07136375885134291,0.06566916552378807,0.07853492013002274,0.1075075055466109,0.10513590102472066,0.12265383945245112,0.09338468337700011,0.33395444561562787,0.09167013450740055,0.12736319981396033,0.3961509341888197,0.4292912978156089,0.15253375030098093,0.16100420001518856,0.06182383539447485,0.20078763913867062,0.4172169054274997
0.10825632020500087,0.07812850519894993,0.0939570158621209,0.09521689636208476,0.06256192219432619,0.07895048019931465,0.07947263017599925,0.11081806217200763,0.09038769342122213,0.10410911688563271,0.08357496245372324,0.30170518850999123,0.07048595838969784,0.12801392369393289,0.23232316268072878,0.30046935288834625,0.12537193312195583,0.16967729437168788,0.08360970206065121,0.2280253430217441,0.26045856997058503
0.10316288841694446,0.08562411254655786,0.11903389300393247,0.08467983448724038,0.08390895777069732,0.0901149301448284,0.07682596646686703,0.11641052889008456,0.0,0.037741818929696636,0.14441102111219511,0.32233162311183516,0.06407963642816511,0.11957888143326448,0.12982467112675225,0.31117052631339,0.170207758463295,0.11189068359589897,0.08422164693125536,0.2511874558172932,0.10294110012335325
0.10959975746705308,0.07005926796868976,0.0857658616881778,0.08933729755378426,0.07444453057896012,0.07991622733885327,0.07451352024036008,0.10276222422229908,0.128351064778993,0.12573240163965066,0.10002394129798063,0.29737148753064746,0.08958002215833843,0.11861953196426273,0.3849134381720579,0.40529131735613244,0.14276868540917553,0.14120619556520228,0.03466417773505451,0.011192749845402805,0.41720377153669996
0.11865514597894239,0.0717609549045468,0.08607228266733011,0.10774884564565422,0.0807234423809065,0.0612121188161264,0.07720642439202921,0.10478755086577589,0.10891498756493011,0.11901639082702489,0.0683429709245398,0.40526043392134475,0.12015773386716941,0.09763804351701402,0.537890854200192,0.4413789333336541,0.23253293257255864,0.14638103616401707,0.11191761514244909,0.2987327712880702,0.36859976958072777
